38.72306005948467,-9.211689053725555,street38723060059484679211689053725555
38.72280038156977,-9.210496389807187,street38722800381569779210496389807187
38.72399483987157,-9.212723063757414,street38723994839871579212723063757414
38.72373886558341,-9.212126041213459,street38723738865583419212126041213459
38.72388057092613,-9.209605781158249,street38723880570926139209605781158249
38.7241083,-9.209196499999999,street3872410839209196499999999
38.72591985818021,-9.214332388772288,street38725919858180219214332388772288
38.7255122679053,-9.213349215451871,street3872551226790539213349215451871
38.7262835,-9.2099736,street38726283592099736
38.72554316479495,-9.208964823179777,street38725543164794959208964823179777
38.72748058784116,-9.216236815075856,street38727480587841169216236815075856
38.72671995396246,-9.21512911928402,street3872671995396246921512911928402
38.72702918408958,-9.212899607573384,street38727029184089589212899607573384
38.7273697,-9.2122013,street38727369792122013
38.72698385927046,-9.209951969061182,street38726983859270469209951969061182
38.72690730985639,-9.209327417829989,street38726907309856399209327417829989
38.72937298683611,-9.218972318588097,street38729372986836119218972318588097
38.72879477137661,-9.218033122533532,street38728794771376619218033122533532
38.72825,-9.216238499999999,street38728259216238499999999
38.7284555,-9.214775100000001,street3872845559214775100000001
38.72797518863467,-9.213732200328002,street38727975188634679213732200328002
38.7285485,-9.211819999999999,street3872854859211819999999999
38.7285277266442,-9.210175423058887,street3872852772664429210175423058887
38.72797898366408,-9.209283790481837,street38727978983664089209283790481837
38.73040526908019,-9.220352766324368,street38730405269080199220352766324368
38.72975126833486,-9.219476285350458,street38729751268334869219476285350458
38.72981847837357,-9.217343305959947,street38729818478373579217343305959947
38.7301492,-9.215957100000001,street3873014929215957100000001
38.72993400804749,-9.214862853321144,street38729934008047499214862853321144
38.7299428,-9.2131235,street38729942892131235
38.73021848358713,-9.211862686489857,street38730218483587139211862686489857
38.72992939104128,-9.210219292869272,street38729929391041289210219292869272
38.7325204,-9.258297799999999,street3873252049258297799999999
38.73172792769597,-9.222063866345163,street38731727927695979222063866345163
38.7314661,-9.220625099999999,street3873146619220625099999999
